text,spam
1 từ ( nhạt )🙂,0
"có mồm để làm gì ? hay chỉ để cãi nhau , la hét ?",0
hồi đó khoái cái này lắm,0
giọng anh khi mặc bộ záy màu hường thật kinh dị,0
mày tin tao nhai đầu mày không,0
"yeahh , được mở lại fan cứng rồi =)))",0
"per mất mặt thật sự , quán bún đậu đó không biết có dán mặt mày lên không",0
có đứa nào xem mà thèm đi biển như tao không ?,0
tài năng cho làng đua xe đạp tương lai là đây chứ đâu ✌✌,0
"các bạn xem phim cậu bé đặc biệt , luôn nhé . phim có diển viên này tham gia nói về cách giáo dục con cái cực hay . chúc các bạn xem phim vui vẻ",0
"per đọc vài dòng là lướt xuống cuối để xem có phải "" hi vọng câu chuyện mình vừa bịa ra ...."" nhưng không phải . kkk",0
đây là câu khuyến mại điểm :),0
nghe lại bài này thấy chột dạ vãi,0
"nói chung thánh này không ai ghét được , trừ hlv kkk , dễ thương gắp trăm thằng pogba ,,, mong cho thằng đó nhanh biến khỏi mu",0
đi chơi xong về cũng buồn như chó cắn tiếp thôi,0
haha mắc cười quá ... nhưng thật chúng mày là tao rất sợ rắn ...,0
dễ thương kinh khủng . bởi vậy mới nói mấy đứa yêu nhau là lầy nhất,0
tây cũng lầy phết,0
thanh niên leo lên cao để theo dõi thời tiết để thông báo cho người dân đi cấy thật cảm động,0
bao năm giải phóng như thế này phải không anh,0
vẫn nhớ ngày đầu . lần đầu em có cảm giác được che chở như vậy :))),0
"cưỡng hôn thì phạt 200 . lừa đảo , chiếm đoạt phạt nhằng 5 cu ( củ ).",0
bà mẹ nó @@ xem rùng con mẹ nó mình hơn cả phim ma .,0
"mình nhận thấy hình như ông ấy đang rất đau khổ , mà không thể or không muốn nói ra .",0
coi ảnh này nổi cả gai ốc,0
tao cười ỉa cho cái bọn ấy :))),0
"đúng rồi đấy , như thế là đang mắc chứng ảo tưởng sức mạnh",0
sừng mọc hồi nào không hay,0
câu này thấy sai sai,0
não bằng đá . không cần phải đội nón,0
các bạn đéo biết được đâu vì các bạn đbh gặp thì lsao các bạn biết được mấy con mụ già đi mất dạy như thế nào . đm cậy mình già là muốn đi thế đéo nào cũng được ý . đi sai xong chửi người ta mới vãi chứ dume có ngày đâm vào người ta chết có ngày ở đấy mà già mồm . cứ kêu người ta lớn tuổi hơn phải thế này tno nhưng có lớn mà đéo có học thì cũng đéo là cái gì,0
"cái thứ 2 mình thấy lạ lòn , bạn gái người ta ăn , quên chỉnh tóc . người ta chỉnh lại tóc dùm bạn gái mắc gì 2 đứa nó thái độ 😑😑",0
"không chỉ bướng , mà còn rất lười :(",0
"nói gì , em trai tao cắt tóc xong là tao đè nó ra chụp hình . cảm thấy nó cắt tóc xong là đứa nào chứ không phải em tao =)))))",0
đáng yêu vãi =))))),0
xạo xạo ... thằng cải suốt ngày bị nó dụ,0
khi mày dốt ngữ văn nhưng vẫn thích nói những câu đạo con mẹ nó lý,0
"học luật chưa mà nhắc sai về lí ? :3 , có cái nhà đấy là đường của nhà ông à :))",0
kể mà nó biết cử độg vẫy vẫy nữa thì tuyệt con mẹ nó vời ??????,0
nhện to đến nổi chúng mày giật cả mình à :),0
cho dân nhậu đi lùa 1 hôm thì đến con tép còn đéo còn nữa là hùm đất :)),0
đù . bọn nuôi chó mà ve còn không bắt được cho nó thì đừng nên nuôi . bực,0
bản thân quá hạnh phúc khi trong cs này rất . rất nhiều người mơ ước được như mình hiện tại . 😊😊😊,0
gà này cho chó ăn mà . bọn mất dậy vì tiền nó giết chết dần chết mòn con nhà nghèo . địt bố bọn mắt dậy,0
per cái mặt nhỏ đó gióng em :)) khi nghe tiếng súng,0
bài viết đọc rất sướng .,0
dume dăm ba cái đứa lông còn chưa mọc đủ bày đặt thể hiện con cặc gì không biết . thêm bà cô giáo óc chó + lão chủ sân nữa,0
"ngày xưa tự dưng mình được tận 8 , 75 ư =))))",0
gãy tay,0
đợi nốt ván đã =)))))))),0
"nhớ quá , độ chục năm không đi soi ve rồi :((((",0
t đã soi gương suốt ngày chỉ để gặp crush và ngắm nụ cười tỏa nắng của nó,0
per hồi đó mua điểm đại học nè 😂😂😂,0
dume mất dạy,0
nào chàng trai có nhiều tài hãy cho em gục ngã đi nào =)),0
nó chỉ là phép lịch sự . ngưng ảo tưởng nha nha,0
đm chạy ra xa mà viết đi 😈,0
"thằng tàu hoả lái dở , thấy xe đậu thì đánh lái né ra đường ray thi đâu có va chạm hư ô tô",0
người ta thôi chứ vợ mình là số 1 . mình chưa bao giờ chê . 😍😍😍,0
"mê chơi lọt cóng nè , nhìn vẻ mặt hp của nó mình cũng thấy vui theo",0
"và cứ mỗi lần mày muốn thấy crush cười , mày lại chạy lại cái gương",0
kinh dị vãi,0
mẹ cái lũ thầu nấu ăn cho trẻ con . ai cũng bảo chúng mày nấu 1 năm có có hàng tỉ tiền . mẫu giáo còn hại được thì cấp 1 tha gì .,0
per sau này con bư lớn cũng vậy đó mẹ hahaa,0
phim hay vãi ra . đến giờ vẫn thấy mình giống bạn ma nữ quá trời 😂😂😂,0
per nuôi đi anh còn kịp chả già mất 😂,0
per thông minh là đây chớ đâu,0
t đã cố tình che mặt nhưng vẫn giật mình,0
sư tử chứ dễ thương q . q gì,0
"mưa sấp mặt , về đi",0
nhìn biến thái kinh khủng .,0
tầm tuổi này . họ không còn những áp lực cuộc sống nữa . mà chỉ còn thứ tình cảm gắn bó với họ từ những ngày khó khăn nhất . ngưỡng mộ và ước được chút phúc đức của ông bà,0
sếp như nào nữa còn sếp tôi thì như lònnnnnnn,0
per tao nói rồi nha địt con mẹ mày,0
bình tĩnh vô cùng,0
haha . dễ thương gê 😊😘😘,0
thiết bị này mua như nào nhỉ,0
cậu bạn mẫu giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ???,0
thật là một câu chuyện buồn 😌,0
ng dân biết phải làm sao bệnh chồng bệnh,0
em đừng đi tập gym em nhé . bth em đã mê trai lắm rồi . em mà đi tập nữa chị không biết em như thế nào luôn 😢 per,0
nếu là tao thì nhảy cẩng lên chuẩn mẹ rồi :)) má nhìn trong hình tưởng ma thật ở ngoài đéo biết như lào luôn ớ,0
"con yêu nghiệt , tỏ cái vẻ đáng thương còn ăn vạ =)))",0
cuộc tình ngang trái của nhà tớ đây ??,0
"thấy bình sữa của em thấy ham quá , chị sinh em bé chả có sữa gì hết .",0
"úi sời , gần chỗ mình này",0
vừa sếp vừa đồng nghiệp tốt thì đi làm như là đi chơi 💃 bonus 6h chưa hẳn đã muốn về,0
"tao toàn thế giận tao tao dỗi lại , lại phải dỗ tao . hahahaha",0
per vui quá .. đi dạo được ven hồ rồi 🙂,0
per cảm ơn tôi đi . thấy tầm quan trọng của máy chém gió chưa,0
cấm đỗ là việc của công an,0
"tao ước gì gặp được cái thằng chế ra con xe lead , tao sẽ tán cho nó sấp mặt luôn . 😒 còn video này tao hóng mãi lúc nó so ... mà đéo thấy haha",0
nghe nguồn tao biết được độ chân thực của câu chuyện rồi 😂😂😂,0
"mấy thành phần không chấp hành luật giao thông cứ phải thế này . cơ mà thằng này gà thật , tạt mẹ vào quán nước mà ngồi uống chứ làm gì phải dắt xe khổ thế kia",0
per giải trí =))),0
< 3 chuyện lạ có thật :))),0
cười vô mặt,0
cuộc sống mà .. ghi không được thì thôi . sao mấy bạn chửi người ta dữ vậy,0
per kỉ niệm nhất là những ngày trốn học cùng nhau đi xem phim 😂😂😂,0
đau bụng quá ự ự,0
lợi ích của việc giữ vững quan điểm 😄,0
thế này mà mày vẫn còn buồn thì ...,0
thấy mà nhớ lại quá . lúc còn sinh viên . di làm thêm ở quán kara . đm tụi nó tổ chức sinh nhật . rồi bày ra trang trí để tỏ tình . rồi quà bỏ xốp hột không trong đó . vừa xốp . vừa đèn cầy . vừa kim tuyến . bia . đồ ăn đồ . làm buổi có 40k mà dọn đúng là như thèn này chửi . dọn mún lòa lozzz ra lun . ức chế lắm,0
sáng nay tao mới thấy 2 con này đi cùng,0
bạn trai tao đéo biết giận dai nên không phải dỗ,0
tại sao lại phải che mặt vậy,0
án mà cứ xử như vậy thì sao có được lòng dân,0
thế tao mới quyết tâm tìm ra facebook thật của nó để no hết đường lừa các em mới lớn đó,0
sợ ngỗng còn hơn sợ chó :))),0
"vậy thì tao sẽ ước mơ là các nhà thơ đừng bao giờ xài ẩn dụ , chơi chữ :) đã ngu văn còn bắt phân tích thấy mẹ luôn",0
nhiê ̀ u biê ́ n đô ̣ người kha ́ thu ́ vi ̣ =)),0
"thương tra ̀ o nươ ́ c mă ́ tao ... cuô ́ i cu ̀ người thi ̀ ban la ̃ nh đa ̣ o bă ́ c ninh đa ̃ lên tiê ́ người giu ́ p đơ ̃ ca ́ c be ́, du ̀ qua ́ muô ̣ n @",0
lấy giẻ lau xong vắt chắc cũng được nửa,0
ngày xưa mừn cũng hay thế lắm .,0
chắc nó se lạnh thì đừng hỏi tại sao thằng kia lấp nhíp sưởi ấm cũng không thấy .,0
phận làm trai nào sung sướng gì 😂,0
"hôm nay ai có vàng bán hết đi , tuần sau mua lại , lời vãi .",0
kính thủy lực là kính gì bạn ơi,0
chưa bao giờ được nge câu này 😞,0
nam chính người nào cũng bị bệnh tự luyến nữa :))))))),0
"cũng chuẩn , giờ khởi nghiệp vậy phá sản chỉ mấy tháng đầu",0
chỗ tao lắm đứa khó chịu vãi,0
"tất cả là do chính sách sai lầm của những người đứng đầu tỉnh sơn la . tsb cao su nó phù hợp trồng ở cao nguyên + nhiệt đới nắng lắm chứ lên tây bắc lạnh giá + sương muối thì cây cao su làm sao nó sinh trưởng tốt và hợp khí hậu được mà chả trắng tay :))) còn cả cây cafe đang được trồng ở sơn la , điện biên nữa sớm muộn gì những người dân trồng hai loại cây này cũng nhận trái đắng trắng tay thôi",0
quá giỏi . đạp đến ngất đi mà không quay đầu . sau này em sẽ thành công . chắc chắn vậy,0
vừa đi về ?? mưa sấp mặt,0
bài viết hay quá !,0
gì cũng được ?????? dễ vãi,0
đã năm 2000 . người ta cho mượn 200 tr rồi .. từ đó về sau nhà người ta có cần 25 tr / tháng hay không ???,0
ôi cháu taooo =)))),0
nó chỉ muốn chén mày thôi . thật đấy,0
"cô giáo ngu bỏ mẹ , xong được bầy hãm lòn trẻ trâu này nữa , kia là em tao , không biết tao sẽ làm gì bọn khốn nạn này nữa :))",0
haizzzz đó là 1 câu chuyện khá bùn,0
"chồng này chắc cú có gai ah , mặc quần đéo gì vậy",0
"haa ... haa ... ! đúng là có thay đổi lớn ! ngồi nhâm nhi ly cafe , phì phèo điếu thuốc nhìn thiên hạ cũng vui kkk ... !",0
nhưng nó cười với đứa khác không phải mày .... 💔,0
per anh ơi đừng gym nữa . boxing là đụ rùi :((,0
đừng có thấy 6 múi mà ham nha nha 😂😂,0
thật ra mấy đứa bị chửi nhiều thế này ra đời lại biết cư xử hơn những đứa khác .,0
muốn nói bậy ghê :)))) nuôi con chó mà nuôi ra vậy . vừa ôm vừa bị ve,0
- mấy bạn đừng có đổ mình nữa nha 😞😞. mình ngại lắm 😞🤣,0
tại sao anh cứ mất công giận dỗi trong khi người xin lỗi vẫn là anh =)),0
chúc mừng các anh . các anh giỏi quá . chuc các anh mạnh khỏe .,0
per hóng phim này dụ dỗ mọi người xem tiếp nè anh :v,0
ngày chủ nhiệm cu nhà mình cô nhẹ nhàng nết na lắm mà ! giờ thì sao cô lại hành xử như vậy chứ ! thật buồn !,0
"nhớ hồi euro 2012 rực sáng trong màu áo tuyển ý , ghi mấy bàn mà bàn nào cũng thấy phê .",0
đáng yêu vại trời,0
kéo nhau ra toà ly hôn tự nhiên béo ngành thuế,0
ai sẽ cùng tôi mang nỗi đau này cơ chứ,0
ngu thì mới đi vào phủ dầy nhé chứ chợ đâu đến mức như vậy ??????,0
sĩ diện không nội mũ và cái kết dắt xe hết mẹ đoạn đường,0
"vietcombank 1 tháng trừ hết 22k phí inter với mobile banking , dù tháng đó kau chả xài tới cái nào :((",0
nói thật gia lai nói riêng tây nguyên nói chung xưa nhờ vàng đen '' hồ tiêu ' và vàng trắng ' cao su ' mà người dân có dư cái ăn cái mặt bây giờ thì thua rồi bỏ đi tứ xứ .. một thời,0
đúng rồi . trái tim thảo mai này dễ rung động lắm nên các anh hay cả các chị và các bạn đừng thả thính em . em đập cho 😭,0
nhưng nó lại đéo thích :>,0
ngu thì chết thôi,0
nói chung là ai nào buông tay thì người chết vẫn là mấy đứa con gái như tao 😭,0
nhớp nhúa,0
"muôn đời không khá được vì cái thói tham vặt , tham lam vô đáy việt nam ạ",0
"ngày xưa đi học gần trường có bày ngỗng , hôm nào nó cũng cà khía rượt tụi học sinh chạy sấp mặt luôn",0
sao lại bất công thế,0
nó đi theo gái thì co,0
là gặp đúng người nhưng lại chẳng đúng thời điểm . cuối cùng vẫn là chúng ta bỏ lỡ nhau 😥😥😥,0
chuẩn khi người ta gặp nạn không lo cứu đứng lấy dt ra quay rùi đăng kẻ đó mới là người cần lên án,0
chia buồn cùng nước pháp .,0
con nhà mất dạy,0
sau này mình có được như vầy không nhỉ 😊,0
1 % kìa rồi ra cổng gọi thế nào :)),0
lúc dỗi thì càng dễ thương hơn,0
hình vui mà sao đọc lại muốn khóc nhĩ ...,0
cách tạo nghiệp chướng nhanh và hiệu quả :)),0
trông mặt buồn chưa kìa per :(,0
giá như anh được ào rơi về quá khứ ....,0
tao thì muốn là đéo bao giờ . nhưng mẹ tao thì muốn ngay bây giờ 😢,0
đã tới tuổi thay đường ray rồi mà không thay,0
chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,0
cái quần tà lỏn xanhhhh,0
thật tình mà nói cao su phát triển đất đồi là sai lầm .,0
mấy bé đừng tưởng giận lại là ngon ạ :v có khi giận lại xog nó giết luôn đấy :),0
per mốt mua son anh sài luôn,0
"per bất hạnh thật tao với mày mua bánh ăn chung đi , cóc cần gấu 🤨",0
tội quá ! nuôi mà không chăm sóc,0
không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌,0
bao giờ mua bánh tặng gấu thì tao mới mua nhá . ở đấy mà chê tao bất hạnh,0
rất nguy hiểm nhé nhảy không qua là xác định dập mặt,0
đm nhà bà . con gái người ta nuôi lớn không báo đáp được gì đã về làm dâu nhà bà . nó lấy chồng chứ có làm giúp việc cho nhà bà đâu mà hành hạ nó thế .,0
"xã hội thật phức tợp , huhu . không muốn sống chung loài người nữa , tao về núi đây",0
đã khóc . cha mẹ là người luôn yêu thương minh nhất,0
không lo chạy bo đi còn tạo sấm sét doạ người lứa,0
ngày xưa đi học đạp xe qua cứ tưởng được quay phim đưa lên truyền hình :)),0
lừa cả tỉ đồng mà đóng phạt 5tr :)) thế này thì răn đe cũng,0
hay qua hoc theo cho vui,0
bụng công nhân thành hố chôn lợn dịch,0
tươi ngon sạch sẽ thì đéo thích ăn . cứ thích ăn cút trâu cứt bò,0
đáng yêu vậy =))),0
"per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không",0
nhìn sợ vãi ra,0
"bởi vậy , nên tỏ ra là 1 người không cảm xúc",0
cả 1 đời người chẳng mong gì chỉ mong từ đây đến phút cuối vẫn có người không quên mình đã từng tồn tại,0
coi mà lộn ruột .,0
a per doi dap rat tuyet voi . chuc anh thanh cong trong vu nay .,0
dân kinh doanh khoái đi chợ này lắm nè,0
tiếc cho mối tình ấy ....,0
nhanh bất ngờ đấy,0
tao cũng phải về mở cho mẹ tao coi 😂😂,0
hơi bị nhanh trí :)),0
giun này mà xào thêm ít xả ớt thì tuyệt cú mèo 🤣,0
cưng xỉu ??,0
"ngày trước cái thằng ngồi cạnh nhờ nó né cái mông để lấy cái bút dưới bàn nó nó đéo né . cuối cùng nó phải lên phòng ý tế băng đầu ( lớp 1 🤣) "" tôi đã nợ chàng trai ấy một cái "" đập đầu "" ""🤣",0
êu tự ý đụng chạm vào người khác đã là vô duyên hãm lồn rồi . nhất là con gái . bọn này ý thức như đách lol,0
nhớ tới mối tình đơn phương !,0
dã man quá ..,0
"nhẹ tay quá phải hơn nữa , may mắn là nó chưa cắn ai hay làm gì ai",0
per ly trà sen của anh đem qua có ngày nó thành như v đó 😭😭 hức hức ...,0
chẳng bù tuổi thơ tao đi học toàn gặp mấy thằng ông nội mắc thần bố . gặp mặt tao là đánh với bắt nạt tao có trò mới là bắt tao ra thử trước bà mẹ nó :))) cái phường bất lương,0
per my nè kkk,0
may không có ai trong nhà,0
ngồi ăn mà 3 đứa cứ nhìn châm châm thế này sao nuốt nổi ??????,0
có gì vui không nhỉ,0
gắn bó thời sinh viên nè,0
"thôi mày đừng saolol , hoang tưởng thâm niên à , nó mở mồm ra cái là nó đào cả họ hàng mày nên nó chửi cho biết mặt . nhìn lằm nhìn lốn 😒😒",0
"haha dần dần phải kiềm chế , khắc phục sẽ không đáng sợ không bằng vũ lực hành động mà nói đâu chết đó :)) kaka",0
vì mình chỉ là giờ giải lao trong một hiệp chơi chính của họ,0
sợ thế,0
hihi mắc cười quá,0
"per anh không nặn đi , mai mốt nó sẽ chaii dầy nè hihii :)))",0
bn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he .. n .... tai :v,0
đi chơi còn bỏ quên cả não ấy,0
hú hồn chim én :) nào làm ra này chắc cũng ngáo dữ :) chắc add không sợ nhện :),0
yêu dã man kkk,0
"đất nước bao nhiêu khoản phải tri trả , nhưng phải trả cho một đám cổ động viên quá khích thì quả là không đáng , các cụ đã bảo mọi sự ngu dốt đều phải trá giá bằng tiền mặt , bảo dân trí thấp lại tự ái :))",0
"chỉ là nghe bạn nói , chẳng thấy bằng chứng đâu",0
"hành nó đưa đèn ông sao lên nữa chứ , ác vãi , ta nhớ lại còn cay ?",0
đẹp trai mà bị đá à =)),0
kiểu định share vì thấy tinh thần khá hơn nhưng đọc bình luận xong kiểu nhiều đứa còn tiêu cực hơn mình :<,0
đắt quá thôi không ly hôn nữa,0
thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta,0
"gặp cái này "" sun "" mẹ nó vào ... :))",0
"chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét , sau đó bị trầm cảm .",0
bé có năng khiếu làm cô giáo dạy văn ... nghe thì nghĩ tục nhưng đời thường là có thật ... bác nghe thấy đồng cảm với các cháu,0
nhưng mà người khác nhìn vào bảo thế là lẳng lơ,0
nhìn 2 đôi giày đó mà nói 1967 .... thôi thôi !!!!,0
chẳng ai biết và riêng mình càng không muốn biết !,0
"per đoạn thằng kia tán trái sầu riêng , không trượt phát nào 🤣🤣",0
đấm cho liên tục vào mồm đéo trượt phát lòn nào cả =)),0
bài lồn đó nghe hãm vãi đéo hiểu sao lại thích,0
per giống câu chuyện anh kể hôm bữa qua ha ... con chó này 3 lanh thiệt ak ...,0
bạn khốn nạn,0
t mới tính tới bước thất bại chưa tính tới thành công :)),0
còn buồn hơn là cố quan tâm thế nào họ vẫn không hề rep lại,0
h chỉ pk nhìn họ bên người khác :((,0
tao cũng vậy nè . lắm lúc đi với chồng mà cứ hỏi bên này bên phải nhỉ bên này bên trái nhỉ . mệt mỏi,0
"66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được , phát không",0
buồn cười 😂😂,0
cãi tay đôi luôn hahhaa,0
cứ mỗi lần cắt tóc xong tao lại thấy biết ơn bố mẹ vì đã sinh ra tao đzai vãi :))),0
buồn nào rồi cũng sẽ qua chỉ có buồn ngủ không tha ngày nào thôi,0
per =))))) đúng kiểu sáng tạo :)),0
"cắt cái tai vứt mẹ cho rồi , gớm chết mẹ",0
"ai nói kết có hậu , đầu khấc mất vợ tương lai kia kìa",0
"hồi trước nghe câu : "" gái ham tài , trai ham sắc "" nên cố học hành cho nó ham , ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng .",0
thế giới này thật đáng sợ :3 trả đĩa bay cho tôi về đi :3,0
per đã thích phá game còn thích hổ báo,0
"thật ra nó không quên đường về nhà đâu , nó muốn đi bụi thôi",0
t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn,0
đmm cái quần ngàn thu,0
per bài của anh luôn nè,0
nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :),0
xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe ́ o đa ́ không đâu,0
em này xinh vãi các bác ạ .,0
thì ghi bằng tay phải cho nhanh,0
đáng iêu vãi =]],0
anh tây nói tiếng việt giỏi thiệt .,0
có người đến gần cuối đời rồi vẫn còn khổ ! :(,0
mày xuống thì xuống mẹ mày đi . ngứa cả mắt 😩😩😩😩😩,0
phim này hay dã man luôn - có ai biết phim nào kiểu dạng này nữa o 😍😍😍,0
"dume về bố lại táng cho bờm đầu , có thể là lần cuối được đi xem đá bóng của cháu nó :))",0
làm như đứa con gái nào cũng ham tiền . gái tốt thíu gì,0
"khuyến cáo "" đừng nên học võ khi không có tiền mua dụng cụ "" per",0
hết muốn ăn luôn,0
vợ chồng đã hiểu và sống tốt . thì với tôi ngày nào cũng là ngày tao / y .,0
gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt,0
tha cho cô chú đó đi,0
"những người trẻ với tấm lòng nhân hậu , các bạn thật đáng yêu .",0
nghe cũng đúng đúng :)),0
chuẩn,0
"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây .. gấu với chả bò",0
waooooo . hợp lí ghe,0
nhìn thôi đã đau lòng,0
ở miền nam nó vẫn không được giá như trước nhưng cũng dư giả,0
per sợ nhện đúng không :)),0
per sau khi cưới,0
"per bắt được chắc nó mềm xương , chơi mất dạy 😔😔",0
con này không có cái quần nào mặc cho đàng hoàng 🤦‍♀️,0
mấy nay tao cũng bị ám ảnh,0
"có lần tao thổi cơm không đổ nước lúc khét mở vung ra mới biết , làm đánh đít xong cả tiếng trời không hết",0
nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay,0
"đúng rồi , tưởng vậy nhưng hóa ra không phải ...",0
dăm ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka,0
"phải người vô ý thức , đành rằng người ta làm kiếm tiền nghề gì cũng là nghề mình phải biết tôn trọng người khác , có tôn trọng người thì người mới tôn trọng mình . kể cả người ta đi ăn xin mình cũng cho đoàng hoàng chứ không thể cầm tiền quăng cái víu vào người ta được",0
rồi các em cũng ăn cứt thôi :)),0
ukm . nguy hiểm thật :'<,0
quá độc ác,0
per tao đã làm cho mày đau lòng nhiều lắm ư 🤔,0
đi tù thôi các cháu,0
"ghê tởm , ông thầy đó 🙄",0
"mày đúng là nên gặp bác sĩ tâm lý , và hoàn toàn nghe theo bác sĩ",0
đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn,0
đôi khi công việc không áp lực .... nhưng chính môi trường làm mọi thứ trở nên áp lực,0
hỏi lồn gì lắm thế,0
bài này hay quá,0
hồi đó tao lấy cái đó kẻ tập luôn kiểu làm màu mè cho đẹp xong lên trả bài bị bà cô trừ điểm ????,0
"giơ cao đánh khẽ , cảnh cáo cho có lệ",0
tao thầy mày cười hí hửng vại mà ?,0
gần 1h đêm là con trai mà xem xong nói chuyện mắt vẫn rỡi 😔😔,0
mới có 3 năm thôi mà ... vậy mà chúng ta còn không tụ họp được lần nào cả,0
những người như thế này tử hình,0
ngôn tình từ anh mà ra,0
đm phí hết sức :((,0
🙁 bị rớt tiền,0
"tôi kể các bạn nghe 1 chuyện có dính 1 tý với caphe tn : chuyện thế này ba vợ tôi có 1 người bạn rất khó khắn nghèo và đang trốn nợ , ba tôi cho ông chiếc xe máy củ để đi xe ôm . vợ chồng ông bạn này bỏ quê trốn nợ lên tây nguyên làm công cho nhà máy caphe tn trong 4 năm học được nghề làm caphe và sáng lập caphe tuấn kiệt caphe công thức y chang tn bán hợp lý hơn ! ngày nay ông chủ tuấn kiệt đã là 1 đại gia có nhà máy ở sốc trăng , ông ấy đi tìm và trả nợ từng người ơn của mình ! mổi lần ba tôi lên sg ông đều cho xe tới mời ba tôi đi ăn nhậu ! trong lúc ngà ngà ông ấy nói "" em chả bao giờ uống caphe của em làm , tn cũng vậy "" thế đó",0
mong mai sau cũng được như ông bà,0
nó ngáo đá . nay nó leo cột điện . mợ cứu nó xuống mai nó làm vài mạng người,0
nó cười với người khác chứ * beep * phải tao :((,0
xem lại quá nhiều lần đến nỗi không nhớ nổi . vì phim quá hay và ý nghĩa .,0
ahihi khá là buồn cười,0
t ngắm người yêu tao cười mà càng ngắm tao càng yêu lúc giận cơ nhìn muốn cắn cho mấy phát tao bị cuồng người yêu rồi cái,0
đừng có xàm lồn trên này,0
gặp tao tao thuê giang hồ tới chém hết cả nhà nó luôn,0
"địt mẹ mày viết lên chỗ nào nước đéo tới ấy , ngulon",0
"những thứ tưởng chừng như rất đẹp nhưng kbh được trọn vẹn , cuối cùng để lại chỉ là những kỉ niệm đã từng :))",0
"ba chàng ngốc , phim ấn độ , cực hài , cực cảm động và ý nghĩa nhé",0
"1 bộ phim phải nói trên cả tuyệt vời , xem đi xem lại cả chục lần rồi mà không ngán",0
bây giờ tao lấy chồng rồi còn không có cơ hội ngủ với em gái 😫,0
cái mặt cưng xĩu,0
per đây là chúng mềnh 🤪🤪,0
ngu như mày thì khỏe,0
không biết có ai ở trong ngôi nhà không,0
hình như cũng mới có vụ bể bình dâu tằm,0
tao bị biến dạng luôn một tay,0
mai đi học mà mình quên cách cầm bút rồi huhu :<,0
chời ơi gì vậy ở giây thứ cuối cùng anh em nha :))),0
nó chi ̉ muô ́ n tâm sư ̣ chư ́ thi ́ ch me ́ o đâu ma ̀ thi ́ ch,0
per mỏi chân quái :v,0
"đúng là không sợ địch mạnh , chỉ sợ chỉ huy ngu như bò",0
về việt nam thì gọi nó là ngáo chó,0
per con nhện cản bước bé xuống cầu thang =))))),0
cả 2 loại người này đều đáng sợ !,0
đm cười ĩa,0
per hôn nhẹ lên má nha 🤣,0
"có lần ba tao mua bánh kem sinh nhật cho tao , lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶",0
con dựt gái đây sao hahaha,0
hot đến vậy cơ à ? mình chưa nghe bao giờ luôn .,0
"cả thế giới biết toau crush mày , còn mày thì íu nhận ra 😐",0
vô ý thức,0
"cưỡng hôn 200 nghìn , thu trăm tỷ phạt 5 triệu , đói trộm 2 cái bánh mỳ 45k phạt đi tù",0
chính xác ! nơi làm việc anh em mà đoàn kết với nhau cỡ nào cũng thấy mau hết giờ làm . 😊😊😊,0
phim cắt mất đoạn hay của manga rồi dume,0
đang ăn . nói nói con cặc 😒😒,0
tôm này vào là nó diệt hết tôm bản địa luôn,0
"bởi vì anh đã gặp em đúng lúc , đúng lúc đó em đã có người thương ...",0
tại sao phải đứng ngồi nhìn ? lên bankon cột võng nằm coi mới đã ..,0
"loại bi này ngon quá , vừa uống",0
10 đứa bạn thì có 9 đứa là con trai rồi . sau nhiều năm kinh nghiệm thì chơi với nhiều trai thì sẽ bị ế muôn đời muôn kiếp . haizaaa ...,0
"xem đi xem lại không chán , best của best 😭",0
tán mãi mới đổ muốn chia tay cũng phải từ từ,0
"gấu của thằng da đen ngon vkl , mà công nhận chạy nhanh vãi",0
đag bị cuồng mấy video của chế này . ai có ngoài video này tag cho mình xem với nhé 😂😂,0
học rmit thì chắc chắn là gia phả nhà nó giàu vcd rồi . thế thì chọn thằng có tiền học bổng chứ còn gì nữa -)),0
